"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"mass";"chi.distance";"inertie"
"illustration";-0,495708686909221;0,610548987918782;-0,440378599522629;0,0530761873423754;-0,236347591672963;-0,0436690001066066;0,0393300905841835;-0,0424563527819243;-0,405147031322326;-0,485963629831084;0,598546303896104;-0,431721267703216;0,0520327711408834;-0,231701272510202;-0,0428105182808443;0,0385569066805063;-0,04162171019422;-0,397182311216468;0,299050334535527;0,389924828686978;0,183565367044978;0,0025092244154864;0,0445573241854526;0,00126823756600691;0,000880327343085329;0,000946999343047301;0,0772973568794317;0,00340165342602981;0,00516033666040614;0,00268466076956988;3,89974707749848e-05;0,000773284610554161;2,63987583457686e-05;2,14134625341562e-05;2,49529772829521e-05;0,00227228251480883;0,0138432162936247;0,777371943057765;0,00836555441708595
"focus";-0,559952293149772;0,829107915583111;-0,528783726861011;0,0492792784495148;-0,243365195257292;0,0344163266632683;0,0390595617773668;-0,159294840882211;0,125425193339787;-0,47562156567448;0,704241432255851;-0,449147091903329;0,0418576508359754;-0,206713565807273;0,0292331103427943;0,0331770583929751;-0,135304493884802;0,106535730920451;0,265524384854514;0,500349078812346;0,184164373894813;0,001505150306928;0,0328734131869423;0,000548143502616271;0,000604171387440029;0,00927638692287572;0,00515489713151987;0,00417419058138993;0,0091515012122799;0,00372242864527676;3,23294933918907e-05;0,000788473596261671;1,57688219364162e-05;2,03107028177694e-05;0,000337810885183724;0,000209430426445583;0,0133128248647502;0,93190855903556;0,0115615701794493
"light";-0,389530612957276;-0,103305222701401;-0,41639389219997;-0,25846043022535;-0,264482872691112;0,0360289807290656;0,1513193538944;-0,236310937750904;0,105470431738201;-0,518818537304233;-0,137592945855856;-0,554597926087261;-0,344245247741918;-0,352266580821144;0,0479872504512666;0,201543301712014;-0,314744184397036;0,14047680285724;0,352602396070591;0,0213154866593485;0,313370328884996;0,113615878575628;0,106542451029687;0,001648423914825;0,0248825045327896;0,0560199601621486;0,0100025701699842;0,00185100470134191;0,000130187380852806;0,00211511036894724;0,000814915276239671;0,000853334766510919;1,58353725493974e-05;0,000279327239763141;0,000681227200549678;0,000135701853895182;0,0121990028641137;0,562565951185968;0,00386074590907859
"merkel";-0,271875719929359;-1,74549698987928;-0,554812948136193;2,39810604248561;-0,327555268634277;0,418747759171395;-0,16588420104159;-0,0808505224347246;0,204996816147796;-0,0880316594363677;-0,565181019475305;-0,17964496614079;0,776491753214452;-0,106060349421761;0,135587908087918;-0,0537122678544503;-0,0261788940111143;0,0663766882506147;0,0100714632588049;0,356811265622214;0,0326206042813637;0,573505154509237;0,00958178471881349;0,0130562843554495;0,00175333474704287;0,000384494793223548;0,0022156137138512;0,000866422295865635;0,0357130530874484;0,0036081280916371;0,0674101878971215;0,00125764465557581;0,00205538774606159;0,000322551318675119;7,66221672923999e-05;0,000492587064463354;0,0117216505781267;2,32326428726437;0,0632682765255991
"angela";-0,274887331802233;-1,73608382851519;-0,560435681353779;2,38899472557072;-0,331180698548337;0,424032328437585;-0,173457090936906;-0,0715800233130897;0,22819952512978;-0,0892429992440171;-0,56362483778335;-0,181947129973085;0,775594324737581;-0,107518810111795;0,137663371091322;-0,0563133664031073;-0,0232386699108151;0,0740856623516346;0,0103594675352881;0,355155047157565;0,0334908861927566;0,572673647297299;0,00985561032951299;0,0134706577898063;0,00192892420945834;0,00030323877316916;0,00276252071514521;0,000853661219077107;0,0340500288374673;0,00354835984804514;0,0644772464806091;0,00123909937065744;0,00203129985755397;0,000339907085520878;5,78841648503249e-05;0,000588309109811941;0,011297337435027;2,31611696450284;0,0606034120061486
"intricate";-0,52461837233294;0,702670923212096;-0,443118183001861;0,144584130494711;-0,0604478455474737;0,076706139161764;-0,214348061233027;-0,140345002849877;0,0288380015620162;-0,509016773474131;0,681774228677833;-0,429940314092132;0,140284350455943;-0,0586501901700665;0,0744249792247074;-0,207973575237331;-0,136171290010646;0,0279803897131221;0,304607158388609;0,46968393353156;0,169020490712742;0,0169333624255006;0,00265057607292545;0,00355857600328378;0,0237790936855319;0,0094106603478229;0,000356148832020381;0,00351803804062864;0,00631128082873582;0,00250987840828238;0,000267211284640379;4,67062707940398e-05;7,52096881409803e-05;0,000587290071942301;0,000251772010067285;1,06302593887713e-05;0,0127824334358757;0,815169499574377;0,008493943801939
"yellow";-0,390931531591029;0,732155037512005;0,0307687557780106;-0,0268681264887094;0,00513200815202824;0,0788800231013498;0,191162057909976;-0,154195569379501;-0,174332026193804;-0,440528158915869;0,825041943798898;0,0346723204440798;-0,0302768268587048;0,00578309478786007;0,0888873588954478;0,215414369577506;-0,173758023598869;-0,196449148593037;0,232486440619234;0,700891771810085;0,00112011650741739;0,000803747859959977;2,62601019526396e-05;0,0051724126916525;0,0259957699802316;0,0156139611435926;0,0178895192858701;0,0019129776771262;0,00670987778472432;1,18502733840002e-05;9,03614660863138e-06;3,29672844526694e-07;7,78829796592127e-05;0,000457416571693695;0,000297613268984798;0,000380419574849557;0,0125172377214384;0,695306621735109;0,00605147482666653
"rutkowski";-0,602613653650201;1,01925175571947;-0,593293162516205;0,0164834021861245;-0,297799109728298;0,0758951756522002;-0,0754569723910082;0,0771408918759389;-0,0640118665500447;-0,44132751985577;0,746454791947718;-0,43450160542272;0,0120717128819158;-0,218094863459459;0,0555822614318762;-0,0552613407934487;0,056494568758696;-0,046879452755095;0,22723138049355;0,558729927036126;0,171307414483331;0,000124432239474981;0,0363716219645805;0,00196961615121892;0,00166606594849929;0,00160743256086125;0,000992109122353419;0,00387142178469791;0,0110752998010493;0,00375259107427519;2,89658491956806e-06;0,000945451695170699;6,1407426283173e-05;6,07003655015325e-05;6,34398089043426e-05;4,36831086720785e-05;0,0106608677203776;1,08412483325448;0,0125300019873708
"greg";-0,613259475724727;1,04836148874035;-0,613412700683625;0,0267438422410998;-0,324520419377713;0,106319090587984;-0,102457596971503;0,116161120170986;-0,183185796963618;-0,430816075046147;0,736476156809335;-0,430923715902921;0,0187876055764945;-0,227976279018625;0,0746893853624707;-0,0719766779530953;0,0816034319011341;-0,128688408701394;0,219570093368716;0,551512544175361;0,170858772163439;0,000305619520474882;0,0402989949548442;0,0036063680101803;0,00286599908885068;0,00340078606461141;0,00758082265351748;0,00398946838406882;0,0116586592879378;0,00399146219751754;7,58707009458827e-06;0,00111714758240253;0,000119908231923792;0,00011135630823353;0,000143135736070629;0,00035596728767578;0,0106078285774902;1,12235992859121;0,0133625947735998
"realistic";-0,402221671810674;0,469630743679051;-0,157338026994261;-0,227360456942882;0,0451252571003044;0,0562090921643734;-0,302037580217678;0,112364631307263;0,386568569519523;-0,474925057280649;0,554518623619843;-0,18577758663846;-0,268456887344894;0,0532818513151964;0,066369139672871;-0,356632238238294;0,132675046373532;0,456442585988689;0,312664244577047;0,36636075926211;0,0372101813996608;0,0731182834725189;0,00257936124717416;0,00333674725438427;0,0824465173049313;0,0105336679918824;0,111750237490292;0,00139866927674182;0,00190676486536501;0,0002140185914059;0,000446903718741277;1,76044913028576e-05;2,73147508664852e-05;0,000788689512983522;0,000109154932116113;0,00129192464237193;0,0086453802906545;0,616880206873007;0,00328992330062398
