"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,77349935028253;33,0405576045659;33,0405576045659
"facteur 2";0,584629053308719;24,972832758158;58,0133903627239
"facteur 3";0,44459000903298;18,9909685101909;77,0043588729148
"facteur 4";0,33576246962417;14,3423251939598;91,3466840668746
"facteur 5";0,20257933695214;8,65331593312538;100
