"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"mass";"chi.distance";"inertie"
"steal";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"star";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"press";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"potter";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"photo";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"parliament";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"nikon";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"natural";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"money";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"michelangelo";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"merkel";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"mccurry";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"macron";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"lazar";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"invade";-0,0571720388274864;2,23363185351312;-5,03047053161136;-0,574409006972058;-0,800370251733338;-0,010224210809589;0,399445662769539;-0,899610932921506;-0,102722920131117;-0,143132103511958;0,000175448011147708;0,2024066229813;0,780724941217664;0,00768768835062352;0,00900529943926518;5,89180416848078e-06;0,00899299044928024;0,0456140003854781;0,000594734901985906;0,00115468312812681;0,00180252353294612;3,79611562352367;0,0259752542448317
"impasto";0,00611415613906746;0,384499725614093;-0,628321687609822;2,19199972265329;15,3221288740132;0,000394572427264251;0,0248133980499115;-0,040548263365219;0,141459038902103;0,988801961082589;5,84930454151438e-07;0,00174841165140421;0,00355054506487643;0,0326350565723899;0,962065401780876;6,73835665203418e-08;0,00026648514940433;0,000711614918503444;0,00866087824093911;0,42317418367451;0,00180252353294612;7,03095608252131;0,0891065673761448
"harry";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"emmanuel";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"david";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"creation";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"cover";-0,0571720388274864;2,23363185351312;-5,03047053161136;-0,574409006972058;-0,800370251733338;-0,010224210809589;0,399445662769539;-0,899610932921506;-0,102722920131117;-0,143132103511958;0,000175448011147708;0,2024066229813;0,780724941217664;0,00768768835062352;0,00900529943926518;5,89180416848078e-06;0,00899299044928024;0,0456140003854781;0,000594734901985906;0,00115468312812681;0,00180252353294612;3,79611562352367;0,0259752542448317
"closeup";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"canon";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"angela";-3,21179192323316;-0,645507565919701;0,15288788783753;-0,00777776256137154;-0,254925160136458;-0,976381483015289;-0,196233644512006;0,0464777626414891;-0,00236443192016255;-0,0774969897991975;0,967599914264433;0,0295409278910327;0,00126022161807982;2,46310302223382e-06;0,00159647312343208;0,0185941250196899;0,000751075537539796;4,21334580866792e-05;1,09041120398489e-07;0,000117140303511994;0,00180252353294612;2,87163651883317;0,0148641431337205
"evil";0,00611415613906756;0,384499725614093;-0,628321687609822;2,19199972265329;15,3221288740132;0,000394572427264257;0,0248133980499115;-0,040548263365219;0,141459038902103;0,988801961082589;5,84930454151458e-07;0,00174841165140421;0,00355054506487643;0,0326350565723898;0,962065401780875;2,24611888401147e-08;8,88283831347764e-05;0,000237204972834481;0,00288695941364637;0,141058061224837;0,000600841177648708;7,03095608252131;0,0297021891253816
"on";-0,18014889083895;-0,180269300627877;-0,747931647905334;0,191761799178952;-0,421621838214998;-0,196688557532605;-0,196820022275944;-0,816600070499453;0,209367659688141;-0,460331400302042;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,584092760812173;NA
"and";0,113814136912053;0,0586868964199291;0,507299813136689;-0,112813511171362;-0,254188891348576;0,192082194534616;0,0990448828292426;0,856161317373012;-0,190393455390301;-0,428990294187126;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,379225632512017;NA
"of";-0,874547706407489;0,384458006082483;-1,05798774081321;0,78381292709367;0,653023090781573;-0,498904774819076;0,219322437811758;-0,603552135263183;0,447143144995846;0,372531236056133;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,21174477859399;NA
"the";-1,24890568588715;0,932969278280033;-1,06401741525402;-0,315653846072153;1,180777024457;-0,555414789628822;0,414911182871243;-0,473191062810257;-0,140377945663012;0,525116532055399;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,59203950498249;NA
"by";-0,10901030589678;0,751887932527783;0,873749604819428;0,52338361813355;-0,421923747691334;-0,0814188562233166;0,561578604618286;0,652596035436626;0,390910705220885;-0,315131204044243;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,898420250720101;NA
"2";-0,0571720388274865;2,23363185351312;-5,03047053161136;-0,574409006972061;-0,800370251733343;-0,010224210809589;0,399445662769539;-0,899610932921506;-0,102722920131117;-0,143132103511959;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,79611562352367;NA
"with";0,409170797130434;-0,0731596032282503;-0,559445498186438;0,823365305444831;-0,563075976473837;0,336252575634266;-0,0601218493362765;-0,459746861240975;0,676633588187044;-0,462730352935601;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,750752096847013;NA
"in";0,429832699281095;-0,0308090337204476;0,288865744737256;2,2178407423865;-0,820479696246766;0,177544781783599;-0,0127258423521735;0,119317598916767;0,916091426493075;-0,338903691765762;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,40302882827993;NA
"0";-0,041350490085848;1,77134882153836;-3,92993332061097;0,117193175434276;3,2302545297033;-0,00767435486123658;0,328749657169627;-0,729367483208824;0,0217502141747431;0,599512109810381;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,28946032692663;NA
"a";-3,21179192323315;-0,645507565919701;0,152887887837529;-0,00777776256137121;-0,254925160136462;-0,976381483015289;-0,196233644512006;0,046477762641489;-0,00236443192016245;-0,0774969897991988;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,87163651883317;NA
"to";0,110690188893302;2,26514441997456;1,9042016688237;-1,64895543510313;0,075981447281888;0,032649355559386;0,66813062928637;0,561666376792709;-0,486378538518532;0,0224116094933616;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,35273039554814;NA
"behind";0,110690188893302;2,26514441997456;1,9042016688237;-1,64895543510313;0,075981447281888;0,032649355559386;0,66813062928637;0,561666376792709;-0,486378538518532;0,0224116094933616;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,35273039554814;NA
"r";-3,21179192323315;-0,645507565919701;0,152887887837529;-0,00777776256137121;-0,254925160136462;-0,976381483015289;-0,196233644512006;0,046477762641489;-0,00236443192016245;-0,0774969897991988;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,87163651883317;NA
"make";-3,21179192323315;-0,645507565919701;0,152887887837529;-0,00777776256137121;-0,254925160136462;-0,976381483015289;-0,196233644512006;0,046477762641489;-0,00236443192016245;-0,0774969897991988;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,87163651883317;NA
"from";-3,21179192323315;-0,645507565919701;0,152887887837529;-0,00777776256137121;-0,254925160136462;-0,976381483015289;-0,196233644512006;0,046477762641489;-0,00236443192016245;-0,0774969897991988;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,87163651883317;NA
"an";0,00611415613906757;0,384499725614089;-0,62832168760982;2,19199972265329;15,3221288740132;0,000394572427264258;0,0248133980499112;-0,0405482633652188;0,141459038902102;0,988801961082589;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,03095608252131;NA
"3";0,00611415613906757;0,384499725614089;-0,62832168760982;2,19199972265329;15,3221288740132;0,000394572427264258;0,0248133980499112;-0,0405482633652188;0,141459038902102;0,988801961082589;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,03095608252131;NA
"1";0,00611415613906757;0,384499725614089;-0,62832168760982;2,19199972265329;15,3221288740132;0,000394572427264258;0,0248133980499112;-0,0405482633652188;0,141459038902102;0,988801961082589;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,03095608252131;NA
"instead";-3,21179192323315;-0,645507565919701;0,152887887837529;-0,00777776256137121;-0,254925160136462;-0,976381483015289;-0,196233644512006;0,046477762641489;-0,00236443192016245;-0,0774969897991988;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,87163651883317;NA
"for";-0,0571720388274865;2,23363185351312;-5,03047053161136;-0,574409006972061;-0,800370251733343;-0,010224210809589;0,399445662769539;-0,899610932921506;-0,102722920131117;-0,143132103511959;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,79611562352367;NA
"9";0,00611415613906757;0,384499725614089;-0,62832168760982;2,19199972265329;15,3221288740132;0,000394572427264258;0,0248133980499112;-0,0405482633652188;0,141459038902102;0,988801961082589;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,03095608252131;NA
"*var_1";-0,397698761824235;0,328344292285182;-0,445838647686471;0,076084271306442;1,40187585871596;-0,25482041434773;0,210382421672713;-0,285665432838104;0,0487500274094924;0,898234094427376;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,820856156248736;NA
