"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"composition";0,528914618491943;-1,02435506980361;-1,04540112283066;0,339864574585409;-0,658219659376866;-0,671743218016886;0,178559352795903;0,540844321501506;0,280596325702592;0,00291028009003358;0,0109160292227034;0,0113691912365733;0,0104031209362809;1,09989550182848;0,0125853848108456
"bruce";0,528914618491943;-1,02435506980361;-1,04540112283066;0,339864574585409;-0,658219659376866;-0,671743218016886;0,178559352795903;0,540844321501506;0,280596325702592;0,00291028009003358;0,0109160292227034;0,0113691912365733;0,0104031209362809;1,09989550182848;0,0125853848108456
"beautiful";0,528914618491943;-1,02435506980361;-1,04540112283066;0,339864574585409;-0,658219659376866;-0,671743218016886;0,178559352795903;0,540844321501506;0,280596325702592;0,00291028009003358;0,0109160292227034;0,0113691912365733;0,0104031209362809;1,09989550182848;0,0125853848108456
"award";0,528914618491943;-1,02435506980361;-1,04540112283066;0,339864574585409;-0,658219659376866;-0,671743218016886;0,178559352795903;0,540844321501506;0,280596325702592;0,00291028009003358;0,0109160292227034;0,0113691912365733;0,0104031209362809;1,09989550182848;0,0125853848108456
"rutkowski";0,0967791097604394;1,29024884114457;0,663325188712352;0,0665607150823947;0,887380403822631;0,456207946137839;0,00611892774028561;0,878251305240794;0,115629767018922;0,000115030583342287;0,0204454668583104;0,00540384713312;0,0122814622164427;1,08717915678556;0,0145161788918742
"greg";0,0967791097604394;1,29024884114457;0,663325188712352;0,0665607150823947;0,887380403822631;0,456207946137839;0,00611892774028561;0,878251305240794;0,115629767018922;0,000115030583342287;0,0204454668583104;0,00540384713312;0,0122814622164427;1,08717915678556;0,0145161788918742
"artgerm";0,0967791097604394;1,29024884114457;0,663325188712352;0,0665607150823947;0,887380403822631;0,456207946137839;0,00611892774028561;0,878251305240794;0,115629767018922;0,000115030583342287;0,0204454668583104;0,00540384713312;0,0122814622164427;1,08717915678556;0,0145161788918742
"shirt";0,408268746182305;-0,361120101923436;1,07993680664928;0,337498110684607;-0,298522366135199;0,892737039783476;0,224904206135742;0,142091600420921;0,633004193443337;0,00183036209396108;0,00143201666363281;0,0128068236502015;0,0109810720994076;0,756492284922587;0,00628425427874615
"blue";0,408268746182305;-0,361120101923436;1,07993680664928;0,337498110684607;-0,298522366135199;0,892737039783476;0,224904206135742;0,142091600420921;0,633004193443337;0,00183036209396108;0,00143201666363281;0,0128068236502015;0,0109810720994076;0,756492284922587;0,00628425427874615
"communism";0,522719289913881;-0,990297057939495;-0,936262148073582;0,35811844063055;-0,678459060136735;-0,641439386223455;0,192719728156533;0,558572907681939;0,248707364161529;0,00292145986816317;0,010485613561524;0,00937255077788418;0,0106920965178442;1,04631535066778;0,0117054486584575
"armor";0,522719289913881;-0,990297057939495;-0,936262148073582;0,35811844063055;-0,678459060136735;-0,641439386223455;0,192719728156533;0,558572907681939;0,248707364161529;0,00292145986816317;0,010485613561524;0,00937255077788418;0,0106920965178442;1,04631535066778;0,0117054486584575
"propaganda";0,284657212855986;0,313899330055821;2,82019162803539;0,0998149628665659;0,110068702138291;0,988899314388244;0,0241163590064115;0,0236814288261928;0,952202212167396;0,000597098131827459;0,000726076038128041;0,0586082244994779;0,00736887732986563;1,61073271511331;0,0191182565895608
"poster";0,284657212855986;0,313899330055821;2,82019162803539;0,0998149628665659;0,110068702138291;0,988899314388244;0,0241163590064115;0,0236814288261928;0,952202212167396;0,000597098131827459;0,000726076038128041;0,0586082244994779;0,00736887732986563;1,61073271511331;0,0191182565895608
"suit";0,520727934299504;-0,979349839840315;-0,901181763330235;0,364367112880837;-0,68527699425797;-0,63058072297815;0,197583753935744;0,564371356098876;0,238044889965381;0,00219402175514382;0,00776059270228782;0,00657118912748209;0,00809131628377402;1,02941956158797;0,00857440535929471
"digital";-0,0835838692112852;2,22754437178976;-1,40726659303777;-0,0317066755257428;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544892;0,165600720267307;5,45092056618665e-05;0,0387148550972086;0,0154517497831999;0,00780234070221066;1,92732396256461;0,0289824004422035
"smooth";-0,0835838692112853;2,22754437178976;-1,40726659303777;-0,0317066755257429;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544892;0,165600720267307;4,74431975205136e-05;0,0336962627697927;0,013448745181674;0,00679092616673891;1,92732396256461;0,0252254226071031
"villeneuve";0,29968746110363;0,235791369168722;2,99274094318123;0,0993350100152092;0,0781558825705278;0,991979946271546;0,0240299163747178;0,0120124250992915;0,963957658525991;0,000519072818047909;0,000321326801181682;0,05176418640655;0,00577951163126716;1,69882874075012;0,0166797809010181
"style";0,29968746110363;0,235791369168722;2,99274094318123;0,0993350100152092;0,0781558825705278;0,991979946271546;0,0240299163747178;0,0120124250992915;0,963957658525991;0,000519072818047909;0,000321326801181682;0,05176418640655;0,00577951163126716;1,69882874075012;0,0166797809010181
"room";0,29968746110363;0,235791369168722;2,99274094318123;0,0993350100152092;0,0781558825705278;0,991979946271546;0,0240299163747178;0,0120124250992915;0,963957658525991;0,000519072818047909;0,000321326801181682;0,05176418640655;0,00577951163126716;1,69882874075012;0,0166797809010181
"open";0,29968746110363;0,235791369168722;2,99274094318123;0,0993350100152092;0,0781558825705278;0,991979946271546;0,0240299163747178;0,0120124250992915;0,963957658525991;0,000519072818047909;0,000321326801181682;0,05176418640655;0,00577951163126716;1,69882874075012;0,0166797809010181
"magali";0,29968746110363;0,235791369168722;2,99274094318123;0,0993350100152092;0,0781558825705278;0,991979946271546;0,0240299163747178;0,0120124250992915;0,963957658525991;0,000519072818047909;0,000321326801181682;0,05176418640655;0,00577951163126716;1,69882874075012;0,0166797809010181
"american";0,29968746110363;0,235791369168722;2,99274094318123;0,0993350100152092;0,0781558825705278;0,991979946271546;0,0240299163747178;0,0120124250992915;0,963957658525991;0,000519072818047909;0,000321326801181682;0,05176418640655;0,00577951163126716;1,69882874075012;0,0166797809010181
