"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"light";-0,970631037617456;1,48869636809747;-1,06958413000282;-0,467951905346381;0,717716902648653;-0,515658280196406;0,295153861030669;0,560676233442224;0,144169905527109;0,00517276914103177;0,0121682186537626;0,00628122930556966;0,0054905360497038;1,56995461260512;0,0135328398286843
"europa";0,528914618491943;-1,02435506980361;-1,04540112283066;0,339864574585409;-0,658219659376866;-0,671743218016886;0,178559352795903;0,540844321501506;0,280596325702592;0,000727570022508395;0,00272900730567585;0,00284229780914331;0,00260078023407022;1,09989550182848;0,00314634620271139
"commission";0,528914618491943;-1,02435506980361;-1,04540112283066;0,339864574585409;-0,658219659376866;-0,671743218016886;0,178559352795903;0,540844321501506;0,280596325702592;0,000727570022508395;0,00272900730567585;0,00284229780914331;0,00260078023407022;1,09989550182848;0,00314634620271139
"mucha";-0,0835838692112851;2,22754437178976;-1,40726659303777;-0,0317066755257428;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544892;0,165600720267307;2,92734622998912e-05;0,0207913110707231;0,00829816192060736;0,00419014593266869;1,92732396256461;0,0155646224597019
"alphonse";-0,0835838692112851;2,22754437178976;-1,40726659303777;-0,0317066755257428;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544892;0,165600720267307;2,92734622998912e-05;0,0207913110707231;0,00829816192060736;0,00419014593266869;1,92732396256461;0,0155646224597019
"symmetrical";-0,0835838692112852;2,22754437178976;-1,40726659303777;-0,0317066755257428;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544893;0,165600720267307;2,72546028309333e-05;0,0193574275486043;0,00772587489159996;0,00390117035110533;1,92732396256461;0,0144912002211018
"surprise";-0,0835838692112852;2,22754437178976;-1,40726659303777;-0,0317066755257428;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544893;0,165600720267307;2,72546028309333e-05;0,0193574275486043;0,00772587489159996;0,00390117035110533;1,92732396256461;0,0144912002211018
"realistic";-0,0835838692112852;2,22754437178976;-1,40726659303777;-0,0317066755257428;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544893;0,165600720267307;2,72546028309333e-05;0,0193574275486043;0,00772587489159996;0,00390117035110533;1,92732396256461;0,0144912002211018
"quality";-3,82889413581512;-0,892036088244349;0,0185038064431277;-0,973907621647367;-0,226895995112366;0,00470658040813482;0,958001186198431;0,0419898137276529;9,00007391647272e-06;0,0571928360335998;0,00310427197424036;1,33572504376359e-06;0,00390117035110533;3,43753787857918;0,0460988296488947
"high";-3,82889413581512;-0,892036088244349;0,0185038064431277;-0,973907621647367;-0,226895995112366;0,00470658040813482;0,958001186198431;0,0419898137276529;9,00007391647272e-06;0,0571928360335998;0,00310427197424036;1,33572504376359e-06;0,00390117035110533;3,43753787857918;0,0460988296488947
"guard";-0,0835838692112852;2,22754437178976;-1,40726659303777;-0,0317066755257428;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544893;0,165600720267307;2,72546028309333e-05;0,0193574275486043;0,00772587489159996;0,00390117035110533;1,92732396256461;0,0144912002211018
"discover";-0,0835838692112852;2,22754437178976;-1,40726659303777;-0,0317066755257428;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544893;0,165600720267307;2,72546028309333e-05;0,0193574275486043;0,00772587489159996;0,00390117035110533;1,92732396256461;0,0144912002211018
"budapest";-0,0835838692112852;2,22754437178976;-1,40726659303777;-0,0317066755257428;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544893;0,165600720267307;2,72546028309333e-05;0,0193574275486043;0,00772587489159996;0,00390117035110533;1,92732396256461;0,0144912002211018
"border";-0,0835838692112852;2,22754437178976;-1,40726659303777;-0,0317066755257428;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544893;0,165600720267307;2,72546028309333e-05;0,0193574275486043;0,00772587489159996;0,00390117035110533;1,92732396256461;0,0144912002211018
"army";-0,0835838692112852;2,22754437178976;-1,40726659303777;-0,0317066755257428;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544893;0,165600720267307;2,72546028309333e-05;0,0193574275486043;0,00772587489159996;0,00390117035110533;1,92732396256461;0,0144912002211018
"unreal";-0,0835838692112851;2,22754437178976;-1,40726659303777;-0,0317066755257428;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544892;0,165600720267307;2,01885946895802e-05;0,0143388352211884;0,00572287029007404;0,00288975581563358;1,92732396256461;0,0107342223860013
"portrait";-3,14792863279624;-0,32483964096542;-0,240727175280671;-0,991852464460027;-0,102350795087646;-0,0758485562782736;0,989167264142838;0,00850585143348284;0,00232688442367926;0,0157497473557235;0,00016771112783817;9,2103063445271e-05;0,00158936569859847;2,78129571835646;0,0122947066323403
"white";-3,82889413581512;-0,892036088244349;0,0185038064431278;-0,973907621647367;-0,226895995112366;0,00470658040813484;0,95800118619843;0,0419898137276529;9,00007391647278e-06;0,0381285573557332;0,00206951464949357;8,9048336250907e-07;0,00260078023407022;3,43753787857918;0,0307325530992631
"tree";-0,0835838692112852;2,22754437178976;-1,40726659303777;-0,0317066755257429;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544892;0,165600720267307;1,81697352206222e-05;0,0129049516990695;0,00515058326106664;0,00260078023407022;1,92732396256461;0,00966080014740117
"suite";0,528914618491943;-1,02435506980361;-1,04540112283066;0,339864574585409;-0,658219659376866;-0,671743218016886;0,178559352795903;0,540844321501506;0,280596325702592;0,000727570022508395;0,00272900730567585;0,00284229780914331;0,00260078023407022;1,09989550182848;0,00314634620271139
"street";-0,0835838692112852;2,22754437178976;-1,40726659303777;-0,0317066755257429;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544892;0,165600720267307;1,81697352206222e-05;0,0129049516990695;0,00515058326106664;0,00260078023407022;1,92732396256461;0,00966080014740117
"simplistic";-3,82889413581512;-0,892036088244349;0,0185038064431278;-0,973907621647367;-0,226895995112366;0,00470658040813484;0,95800118619843;0,0419898137276529;9,00007391647278e-06;0,0381285573557332;0,00206951464949357;8,9048336250907e-07;0,00260078023407022;3,43753787857918;0,0307325530992631
"professionally";-3,82889413581512;-0,892036088244349;0,0185038064431278;-0,973907621647367;-0,226895995112366;0,00470658040813484;0,95800118619843;0,0419898137276529;9,00007391647278e-06;0,0381285573557332;0,00206951464949357;8,9048336250907e-07;0,00260078023407022;3,43753787857918;0,0307325530992631
"political";-3,82889413581512;-0,892036088244349;0,0185038064431278;-0,973907621647367;-0,226895995112366;0,00470658040813484;0,95800118619843;0,0419898137276529;9,00007391647278e-06;0,0381285573557332;0,00206951464949357;8,9048336250907e-07;0,00260078023407022;3,43753787857918;0,0307325530992631
"nose";0,29968746110363;0,235791369168722;2,99274094318123;0,0993350100152092;0,0781558825705277;0,991979946271547;0,0240299163747178;0,0120124250992914;0,963957658525991;0,000233582768121559;0,000144597060531757;0,0232938838829475;0,00260078023407022;1,69882874075012;0,00750590140545813
"maxence";-0,0835838692112852;2,22754437178976;-1,40726659303777;-0,0317066755257429;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544892;0,165600720267307;1,81697352206222e-05;0,0129049516990695;0,00515058326106664;0,00260078023407022;1,92732396256461;0,00966080014740117
"mapporn";-3,82889413581512;-0,892036088244349;0,0185038064431278;-0,973907621647367;-0,226895995112366;0,00470658040813484;0,95800118619843;0,0419898137276529;9,00007391647278e-06;0,0381285573557332;0,00206951464949357;8,9048336250907e-07;0,00260078023407022;3,43753787857918;0,0307325530992631
"map";-3,82889413581512;-0,892036088244349;0,0185038064431278;-0,973907621647367;-0,226895995112366;0,00470658040813484;0,95800118619843;0,0419898137276529;9,00007391647278e-06;0,0381285573557332;0,00206951464949357;8,9048336250907e-07;0,00260078023407022;3,43753787857918;0,0307325530992631
"magazine";-1,9562390025132;0,667754141772706;-0,694381393297319;-0,897118373540006;0,306227668920884;-0,318438751794149;0,873535172415057;0,0821919946435984;0,0442728329413446;0,00995285054604382;0,00115967644695605;0,00125400655229526;0,00260078023407022;1,83924198539388;0,00879794819463096
"goddess";-0,0835838692112852;2,22754437178976;-1,40726659303777;-0,0317066755257429;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544892;0,165600720267307;1,81697352206222e-05;0,0129049516990695;0,00515058326106664;0,00260078023407022;1,92732396256461;0,00966080014740117
"fight";-0,0835838692112852;2,22754437178976;-1,40726659303777;-0,0317066755257429;0,844995897916588;-0,533832014056148;0,00145227818780255;0,832947001544892;0,165600720267307;1,81697352206222e-05;0,0129049516990695;0,00515058326106664;0,00260078023407022;1,92732396256461;0,00966080014740117
"face";-3,82889413581512;-0,892036088244349;0,0185038064431278;-0,973907621647367;-0,226895995112366;0,00470658040813484;0,95800118619843;0,0419898137276529;9,00007391647278e-06;0,0381285573557332;0,00206951464949357;8,9048336250907e-07;0,00260078023407022;3,43753787857918;0,0307325530992631
"era";0,528914618491943;-1,02435506980361;-1,04540112283066;0,339864574585409;-0,658219659376866;-0,671743218016886;0,178559352795903;0,540844321501506;0,280596325702592;0,000727570022508395;0,00272900730567585;0,00284229780914331;0,00260078023407022;1,09989550182848;0,00314634620271139
