"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,772172470343238;45,2531695980253;45,2531695980253
"facteur 2";0,623554020421669;36,5433849605247;81,79655455855
"facteur 3";0,310612484388191;18,20344544145;100
